"player","elo","set_wins","total_sets","set_perc","game_wins","total_games","game_perc","tournaments","list_tournaments","old_elo","var_elo"
"Steel",1475.61961166932,1,5,0.2,2,10,0.2,2,"Battle Of Hyrule, Smash n' Magic - 4th Edition",1475.61961166932,0
"Guizo",1474.66816527539,7,17,0.411764705882353,15,37,0.405405405405405,5,"Koopa Armada, Smash N' Magic - 2nd Edition, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Smash n' Magic - 4th Edition",1474.66816527539,0
"Luckstorm",1472.39211042487,5,15,0.333333333333333,11,31,0.354838709677419,5,"Smash N' Magic - 2nd Edition, Smash Season Fest: Falling Leaves, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Try Hard Smash in Rio #1",1472.39211042487,0
"Raphael Vieitas",1472.38116920638,1,4,0.25,2,9,0.222222222222222,2,"Smash N' Magic, Smash N' Magic - 2nd Edition",1472.38116920638,0
"Monad0",1472.2454559453,1,5,0.2,2,10,0.2,2,"Koopa Armada, Smash Season Fest: Smash Heat",1472.2454559453,0
"Fy",1471.28459091576,11,27,0.407407407407407,24,59,0.406779661016949,8,"Smash N' Magic - 2nd Edition, Twilight's Awakening, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition, Smash n' Magic - 5th Edition, Smash N' Magic, Try Hard Smash in Rio #1",1471.28459091576,0
"LukeThomaz",1470.66049929492,0,3,0,0,6,0,2,"Fight in Rio for the Future, Koopa Armada",1470.66049929492,0
"Wright",1469.9466124074,3,9,0.333333333333333,7,20,0.35,3,"Smash N' Magic - 2nd Edition, Battle Of Hyrule, TwS - Forest Temple",1486.93152981262,-16.9849174052256
"Snek",1469.52065537069,2,8,0.25,6,19,0.315789473684211,3,"Smash N' Magic, Fight in Rio for the Future, Smash N' Magic - 3rd Edition",1469.52065537069,0
"Gim",1469.50380311082,14,36,0.388888888888889,34,82,0.414634146341463,11,"Smash Season Fest: Smash Heat, Smash Heat 2, Smash N' Magic, Smash N' Magic - 2nd Edition, Twilight's Awakening, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Smash n' Magic - 4th Edition, Koopa Armada, Battle Of Hyrule, Smash n' Magic - 5th Edition",1469.50380311082,0
"Rates",1469.46217792496,3,11,0.272727272727273,8,25,0.32,4,"Smash Season Fest: Smash Heat, Smash Heat 2, TwS - Forest Temple, Smash Season Fest: Falling Leaves",1466.31987216863,3.14230575633337
"Shinomori",1467.92229939149,1,5,0.2,2,11,0.181818181818182,2,"Smash n' Magic - 4th Edition, Smash n' Magic - 5th Edition",1467.92229939149,0
"Lou",1467.86117311425,0,5,0,1,11,0.0909090909090909,3,"Battle Of Hyrule, Smash N' Magic - 3rd Edition, Smash n' Magic - 4th Edition",1467.86117311425,0
"Flamon",1467.17395717292,0,4,0,1,9,0.111111111111111,2,"Smash Season Fest: Smash Heat, Smash Season Fest: Falling Leaves",1467.17395717292,0
"Ozzy",1466.60433393025,16,44,0.363636363636364,39,98,0.397959183673469,14,"Smash Heat 2, Smash N' Magic, Smash Season Fest: Falling Leaves, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition, TwS - Forest Temple, Koopa Armada, Smash Season Fest: Smash Heat, Smash N' Magic - 2nd Edition, Twilight's Awakening, Smash n' Magic - 5th Edition, Try Hard Smash in Rio #2",1455.35527715697,11.2490567732782
"23",1465.4567451713,0,4,0,0,8,0,2,"TwS - Forest Temple, Fight in Rio for the Future",1480.67433898272,-15.2175938114233
"Crisiru07",1463.03546860188,0,4,0,1,9,0.111111111111111,2,"Smash n' Magic - 4th Edition, Smash N' Magic - 3rd Edition",1463.03546860188,0
"JoJo Rama",1461.81255377072,0,4,0,0,8,0,2,"Smash N' Magic, Smash Heat 2",1461.81255377072,0
"RoD",1460.34259242259,9,27,0.333333333333333,23,59,0.389830508474576,9,"Koopa Armada, Smash Season Fest: Smash Heat, Smash Heat 2, Smash N' Magic, Smash Season Fest: Falling Leaves, Twilight's Awakening, Smash n' Magic - 5th Edition, Try Hard Smash in Rio #2, Smash n' Magic - 4th Edition",1460.34259242259,0
"D4C",1460.33063904376,0,4,0,0,8,0,2,"Koopa Armada, Twilight's Awakening",1460.33063904376,0
"Leow",1458.08240327815,0,4,0,0,8,0,2,"Battle Of Hyrule, Fight in Rio for the Future",1458.08240327815,0
"LonLon",1457.62522649685,0,4,0,0,8,0,2,"Twilight's Awakening, Battle Of Hyrule",1457.62522649685,0
"GUCCI",1457.38427948787,5,19,0.263157894736842,15,44,0.340909090909091,7,"Smash N' Magic - 2nd Edition, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition, Try Hard Smash in Rio #2, Twilight's Awakening",1457.38427948787,0
"FR7",1455.61787814728,13,37,0.351351351351351,30,81,0.37037037037037,12,"Smash Season Fest: Smash Heat, Smash N' Magic, Smash Season Fest: Falling Leaves, Twilight's Awakening, Fight in Rio for the Future, Battle Of Hyrule, Smash n' Magic - 4th Edition, Try Hard Smash in Rio #1, Smash n' Magic - 5th Edition, TwS - Forest Temple, Smash N' Magic - 2nd Edition, Smash N' Magic - 3rd Edition",1450.29658038453,5.32129776275497
"Ren",1453.55212036085,1,7,0.142857142857143,2,14,0.142857142857143,3,"Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition",1453.55212036085,0
"Pete",1452.95785087393,2,10,0.2,6,23,0.260869565217391,4,"Smash Season Fest: Smash Heat, Smash Heat 2, Smash N' Magic, Koopa Armada",1452.95785087393,0
"DSK",1452.8444072923,2,10,0.2,6,23,0.260869565217391,4,"Smash Season Fest: Falling Leaves, Battle Of Hyrule, Try Hard Smash in Rio #1, Smash N' Magic - 3rd Edition",1452.8444072923,0
"Magician",1451.11401700471,2,10,0.2,4,20,0.2,4,"Smash N' Magic, Twilight's Awakening, Battle Of Hyrule, Fight in Rio for the Future",1451.11401700471,0
"Arch",1449.10812517553,13,35,0.371428571428571,29,79,0.367088607594937,11,"Smash Season Fest: Smash Heat, Smash N' Magic, Smash Season Fest: Falling Leaves, Twilight's Awakening, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition, TwS - Forest Temple, Smash Heat 2, Try Hard Smash in Rio #1, Smash n' Magic - 5th Edition",1448.0477909636,1.06033421192478
"Anubis570",1448.65169481502,3,13,0.230769230769231,7,28,0.25,5,"Fight in Rio for the Future, Battle Of Hyrule, Twilight's Awakening, Smash n' Magic - 5th Edition, TwS - Forest Temple",1456.84686578338,-8.19517096836057
"Owlogy",1444.06296759061,0,6,0,0,12,0,3,"Koopa Armada, Smash N' Magic, Smash N' Magic - 2nd Edition",1444.06296759061,0
"Jayache",1443.41890376595,1,9,0.111111111111111,4,20,0.2,4,"Koopa Armada, Fight in Rio for the Future, Smash n' Magic - 4th Edition, Try Hard Smash in Rio #1",1443.41890376595,0
"Strig",1443.12751763743,2,12,0.166666666666667,6,26,0.230769230769231,5,"Twilight's Awakening, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition",1443.12751763743,0
"ThiFesta",1442.03589794397,3,15,0.2,8,33,0.242424242424242,6,"Koopa Armada, Smash Season Fest: Smash Heat, Smash Heat 2, Twilight's Awakening, Try Hard Smash in Rio #1, Try Hard Smash in Rio #2",1442.03589794397,0
"Bach",1438.34681219573,1,9,0.111111111111111,3,20,0.15,4,"Smash N' Magic, Smash Season Fest: Falling Leaves, Smash Season Fest: Smash Heat, Smash N' Magic - 2nd Edition",1438.34681219573,0
"Dypherius",1433.58322547303,2,12,0.166666666666667,6,27,0.222222222222222,5,"Smash n' Magic - 4th Edition, Try Hard Smash in Rio #1, TwS - Forest Temple, Battle Of Hyrule, Try Hard Smash in Rio #2",1444.92381639564,-11.3405909226112
"Conker",1429.609094984,1,9,0.111111111111111,2,19,0.105263157894737,4,"Smash N' Magic - 2nd Edition, Smash N' Magic - 3rd Edition, Smash n' Magic - 4th Edition, Smash n' Magic - 5th Edition",1429.609094984,0
"Mick",1418.29921827503,12,36,0.333333333333333,26,78,0.333333333333333,12,"Koopa Armada, Smash N' Magic, Smash N' Magic - 2nd Edition, Twilight's Awakening, Fight in Rio for the Future, Smash N' Magic - 3rd Edition, Battle Of Hyrule, Smash n' Magic - 4th Edition, Try Hard Smash in Rio #1, Smash n' Magic - 5th Edition, TwS - Forest Temple, Smash Season Fest: Falling Leaves",1406.13037678106,12.1688414939758
"Sully",1378.29771461353,8,31,0.258064516129032,18,70,0.257142857142857,12,"Koopa Armada, Smash Heat 2, Smash N' Magic - 2nd Edition, Fight in Rio for the Future, Smash n' Magic - 4th Edition, Try Hard Smash in Rio #1, Smash n' Magic - 5th Edition, Smash Season Fest: Smash Heat, Smash Season Fest: Falling Leaves, Smash N' Magic - 3rd Edition, Battle Of Hyrule, TwS - Forest Temple",1385.66847757517,-7.37076296163718
